iter	Accuracy	MultiClass	Precision:class=0	Precision:class=1	Precision:class=2	Precision:class=3	Precision:class=4
286	0.4806500818	1.157636091	0.4945590569	0.3642727011	0.4159420735	0.4264102903	0.6060664864
287	0.4806657683	1.157587881	0.4939404236	0.3639498132	0.4159092508	0.4264247758	0.6061136503
288	0.4806787358	1.157549711	0.4938830992	0.364193394	0.415904479	0.4264391519	0.6061390863
289	0.4806910758	1.157523253	0.4933182333	0.363714696	0.4158875278	0.4264508679	0.6061920636
290	0.4806921216	1.157497423	0.492819179	0.3637320574	0.4159065894	0.426451237	0.6061706245
291	0.4807105271	1.157462076	0.492545742	0.3631145973	0.4159286153	0.4264725902	0.6061781869
292	0.4807395994	1.157424114	0.4925892657	0.3643048128	0.4159430125	0.4264980269	0.6062234267
293	0.4807667893	1.157371199	0.4924887892	0.3642010703	0.415983274	0.4265203351	0.6062443557
294	0.4807906328	1.157324244	0.4927097353	0.3638100697	0.4159980478	0.4265502877	0.6062585898
295	0.4808012996	1.157290988	0.492875575	0.3636624021	0.415985332	0.4265589836	0.6062753023
296	0.4808339275	1.157249785	0.4918307968	0.3628107075	0.4160189883	0.4266042258	0.6062854584
297	0.4808575618	1.157214229	0.4925423349	0.3629700143	0.4160676441	0.426625493	0.6062891908
298	0.4808778497	1.157176163	0.492829935	0.3645268664	0.4160856669	0.426641043	0.6063225143
299	0.4808954186	1.157150333	0.4922853309	0.3644228941	0.4161226529	0.4266516651	0.606355673
300	0.4809207261	1.157088737	0.4922870557	0.363956253	0.416122163	0.4266735921	0.6063941275
301	0.4809585828	1.157033312	0.4923574696	0.3639303719	0.4161788206	0.4267114141	0.6064106454
302	0.4810016684	1.156970356	0.4924124079	0.364630898	0.4161829933	0.4267581131	0.6064708303
303	0.4810424533	1.156906251	0.4917649677	0.3648815752	0.4162923937	0.4267954347	0.6064750389
304	0.4810729897	1.156861388	0.4914558367	0.3648699943	0.4163195614	0.4268110176	0.6065389436
305	0.4811049901	1.156824577	0.4915122601	0.3643609451	0.4163577786	0.4268376103	0.6065657732
306	0.4811240231	1.156776158	0.4914032169	0.3648866547	0.4163912006	0.4268588544	0.6065640233
307	0.4811367814	1.156744785	0.4914596273	0.3649392559	0.4163966589	0.4268764186	0.6065731784
308	0.4811740107	1.156703895	0.4914709792	0.3650431976	0.4164488514	0.4269061887	0.6066085537
309	0.4811777755	1.156679947	0.4916961913	0.3655689475	0.4163921085	0.4269135068	0.6066264094
310	0.4812097759	1.156617515	0.4908124862	0.3654629893	0.4163978793	0.4269463362	0.606666783
311	0.4812608093	1.156553723	0.4905430815	0.3654793482	0.4165018547	0.4269921715	0.6067007019
312	0.4812838162	1.15652005	0.4984144341	0.3684460036	0.4165652887	0.426984208	0.6066804472
313	0.4813076596	1.156489931	0.4981445099	0.3683661865	0.4165873755	0.4270024832	0.6066782659
314	0.4813166532	1.156448519	0.4981988866	0.3689044598	0.416603762	0.4270166785	0.6066691448
315	0.4813388235	1.15641129	0.4978199259	0.3697916667	0.4166253428	0.4270309552	0.6066882303
316	0.4813881836	1.156354505	0.4979902227	0.3699279484	0.4166448917	0.4270687626	0.6067720442
317	0.4814055434	1.156336204	0.4979897859	0.3698435277	0.4166393707	0.4270869488	0.6068035262
318	0.4814438184	1.156254843	0.4962170342	0.3694231316	0.4167249624	0.4271259743	0.6068257938
319	0.4814634788	1.156207261	0.4965390439	0.370145861	0.4167613665	0.4271324365	0.6068874947
320	0.4814808385	1.15616313	0.496112311	0.3704018913	0.4168096557	0.4271467025	0.6068891333
321	0.481491087	1.156120985	0.4960604425	0.3703528521	0.416836799	0.4271557292	0.6068886615
322	0.4814990349	1.156104357	0.4958989855	0.3706505295	0.4168425208	0.4271639891	0.6068992266
323	0.4815222509	1.156081351	0.4997844828	0.3707165109	0.4168791829	0.4271764092	0.6069040486
324	0.4815435845	1.156043076	0.4999463922	0.3702454562	0.4168904801	0.427204335	0.6069431116
325	0.48154965	1.156028749	0.5011822872	0.3698476493	0.4169031783	0.4272050091	0.6069471418
326	0.4815628266	1.155982003	0.5012875536	0.3700271459	0.41691026	0.427217187	0.6069498639
327	0.4815862518	1.155964643	0.5011797512	0.369868138	0.4169185329	0.4272299261	0.607003066
328	0.4815969186	1.155929192	0.501233244	0.3698374136	0.4169401734	0.4272352517	0.6070090398
329	0.4815864609	1.155903884	0.5011797512	0.370176586	0.4169539549	0.4272272556	0.6069722377
330	0.4816059122	1.155893008	0.5008041171	0.3697173244	0.4170122578	0.4272427102	0.6069499147
331	0.481642514	1.155861844	0.5005353319	0.370380713	0.4169747906	0.4272678894	0.607067519
332	0.4816437689	1.155835073	0.4998930939	0.3709029788	0.4170186616	0.4272647407	0.6070074773
333	0.481652135	1.155805687	0.5029780898	0.3709343862	0.4170385804	0.4272656372	0.6070023223
334	0.4816699131	1.155783621	0.5022773011	0.3716730932	0.417011935	0.4272916096	0.6070005714
335	0.4816876911	1.155750993	0.5022255193	0.3714742384	0.4170665831	0.4273075291	0.6069928447
336	0.4817000311	1.155719202	0.5011605824	0.3717562994	0.4170988451	0.4273233367	0.6069624552
337	0.4817173909	1.155681554	0.5014229999	0.3716972261	0.4170733883	0.4273442709	0.6070019889
338	0.4817192732	1.155668482	0.5021088148	0.371657754	0.4171001595	0.4273420492	0.6070047156
339	0.4817406069	1.155615671	0.501474305	0.3713021841	0.4171224487	0.427363748	0.6070297202
340	0.4817719799	1.155572376	0.5016314072	0.3712260677	0.4171527242	0.4273896811	0.6070667961
341	0.4817774178	1.155541317	0.5018411362	0.371116014	0.4171970828	0.4273875385	0.6070574824
342	0.4817805551	1.155524585	0.5018415237	0.3710610932	0.4172037171	0.427389913	0.6070424292
343	0.4817920586	1.155503878	0.5015769554	0.3706357957	0.4172053648	0.4274005537	0.6070622816
344	0.4818292879	1.155480976	0.5012055771	0.3710905255	0.4172297211	0.4274512566	0.6070664788
345	0.4818397455	1.1554541	0.5005239992	0.3713997432	0.4172147712	0.4274753263	0.607054229
346	0.4818543862	1.155407145	0.5004717476	0.3712975699	0.417231434	0.4274856669	0.6070936069
347	0.4819075112	1.155351824	0.5004199916	0.3718242685	0.4173109008	0.4275317159	0.6071431923
348	0.4819242434	1.155318987	0.5010513036	0.3721356554	0.4173343471	0.4275461796	0.6071639277
349	0.4819265441	1.155286673	0.5008406894	0.3721377542	0.4173475729	0.4275446599	0.6071686207
350	0.4819426489	1.155259901	0.5021504248	0.372187012	0.4173260325	0.4275498216	0.6072212046
351	0.4819568713	1.155221731	0.5020981956	0.3719327268	0.4173073398	0.4275590304	0.6072670369
352	0.4820089505	1.155164214	0.5020986359	0.3723834007	0.4174048712	0.4276072189	0.6072828027
353	0.4820390686	1.155114749	0.5019414419	0.3721186519	0.4174620281	0.427636552	0.6072962999
354	0.4820491079	1.155062147	0.5022534326	0.3716123105	0.4174362054	0.4276505472	0.607328102
355	0.482066886	1.155018538	0.501886397	0.3720161586	0.4174687499	0.427653312	0.6073463275
356	0.4820836182	1.154991244	0.5013615417	0.3725418122	0.4175199249	0.4276642467	0.6073508721
357	0.4820907294	1.154969701	0.5014143531	0.3723453158	0.4175444576	0.4276688672	0.6073463861
358	0.4820917752	1.154932053	0.5008359457	0.3722661276	0.4174540295	0.4276742834	0.6074406873
359	0.4821279587	1.15487485	0.5005227938	0.3716253444	0.4175020878	0.4277068878	0.60747443
360	0.4821532663	1.154825176	0.5	0.37177486	0.4175358155	0.4277356277	0.6074818107
361	0.4821769006	1.154803738	0.4991152285	0.3720844812	0.4175746116	0.4277546524	0.6074862202
362	0.482196561	1.154766718	0.49932341	0.3721783814	0.4175994815	0.427772542	0.6075029024
363	0.4822273065	1.154741306	0.4992217495	0.3722661276	0.4175905705	0.4278039464	0.607568988
364	0.4822465486	1.154708678	0.4993774642	0.3726445445	0.4176144267	0.4278170454	0.6075894976
365	0.482258052	1.154693096	0.499636741	0.3724770642	0.4176316274	0.4278258185	0.6075862485
366	0.4822745751	1.154665697	0.4998442853	0.3725813847	0.4176349757	0.4278417006	0.6076109812
367	0.482292144	1.154635683	0.499689441	0.3716352316	0.4176152426	0.4278736075	0.6076254975
368	0.4823103403	1.154605565	0.4996385418	0.3716797948	0.4176432316	0.4278851772	0.60763571
369	0.4823028108	1.154569905	0.4990199113	0.3714023831	0.4176186937	0.4278787351	0.6076262395
370	0.482305739	1.154547943	0.4978510029	0.3728984842	0.4176625509	0.4278750076	0.6075894996
371	0.4823220529	1.154504021	0.4978501229	0.3731288456	0.4176558354	0.4278937336	0.607609424
372	0.4823429683	1.154472335	0.4981572482	0.3731658107	0.417693115	0.4279176635	0.6076282902
373	0.4823421316	1.154452988	0.4984631148	0.3731439047	0.4176641724	0.4279246509	0.6076250493
374	0.4823605371	1.154400177	0.4977991606	0.3732000367	0.4177395444	0.4279291045	0.6076334538
375	0.4823716223	1.154356359	0.4972906656	0.3732026742	0.4177335134	0.4279434142	0.6076513761
376	0.4823741321	1.154324568	0.4976501839	0.3730252945	0.417723754	0.4279402476	0.6076665409
377	0.4824080149	1.154285456	0.4985235719	0.373308958	0.4177607139	0.4279735238	0.6076785877
378	0.482421819	1.154250528	0.4982713036	0.3736062877	0.417776869	0.4279806507	0.6076993995
379	0.4824316492	1.154235155	0.4986273513	0.3739035088	0.4178396719	0.427987881	0.607646374
380	0.4824391788	1.154197298	0.4994915599	0.3744968899	0.4178029995	0.4279818302	0.6076995635
381	0.4824680419	1.15416352	0.4993389606	0.3747141158	0.4178417529	0.4280020852	0.6077352286
382	0.4824831009	1.154138735	0.4994425864	0.3750573552	0.4178617454	0.4280243143	0.6077241995
383	0.4825117549	1.154103284	0.506910118	0.3769441903	0.4179239233	0.4280316379	0.6077065454
384	0.4825312062	1.154083728	0.5072229518	0.3772739739	0.4179294757	0.4280454082	0.6077453697
385	0.4825498208	1.154059884	0.5072214928	0.377548222	0.417942646	0.4280637534	0.6077525746
386	0.4825583961	1.154036041	0.509487283	0.3767826324	0.4179713244	0.4280620153	0.6077892112
387	0.4825761741	1.153976014	0.5095271701	0.3760901163	0.4179400289	0.4280899302	0.6078231956
388	0.4825901874	1.153948719	0.5094758065	0.3760792511	0.4179572459	0.4280980798	0.6078449633
389	0.4826192597	1.153885241	0.5095175748	0.3770878722	0.417965785	0.4281194299	0.6078891021
390	0.4826290899	1.15386945	0.5094927172	0.376894455	0.4179691863	0.4281284493	0.607905615
391	0.4826502144	1.153823855	0.509238803	0.3766563805	0.4180330469	0.4281402832	0.6079087098
392	0.482661927	1.153797083	0.509595097	0.376960029	0.4180422927	0.4281536329	0.6079162234
393	0.4826776135	1.15376456	0.5091255515	0.3774269643	0.4180712757	0.4281692834	0.6079148932
394	0.4827008295	1.153735069	0.509271324	0.3771786492	0.41804331	0.4281912737	0.6079625952
395	0.4827430784	1.153692297	0.5099178521	0.3775741631	0.4180948201	0.4282325197	0.6079898185
396	0.482754791	1.153658206	0.5104698928	0.3767576885	0.4181153603	0.4282474252	0.6079951772
397	0.4827608565	1.153633421	0.5101754386	0.376960029	0.4181146002	0.4282496223	0.6080210071
398	0.4827715233	1.153612506	0.5091362956	0.37676951	0.4181251015	0.4282608783	0.6080329571
399	0.4827857457	1.153599538	0.5093718843	0.3780056256	0.418122214	0.4282802064	0.6080343979
400	0.4828056153	1.153560217	0.5091126382	0.3778705637	0.4181646888	0.4282954391	0.6080868229
401	0.4828087526	1.153541707	0.5095991246	0.3788386629	0.4181824638	0.4282978588	0.6080678475
402	0.4828436812	1.153490883	0.5099601594	0.3787823881	0.4182081214	0.4283324774	0.6080994806
403	0.4828518381	1.153467876	0.5104135526	0.3781467112	0.4181864511	0.4283409216	0.6081096741
404	0.4828518381	1.153440477	0.5109161599	0.377462002	0.418183663	0.4283270585	0.6081296696
405	0.4828627141	1.153412346	0.5110667996	0.3772040302	0.4181518261	0.4283493836	0.6081249334
406	0.4828784006	1.153393627	0.5104114775	0.3771479982	0.4181939886	0.4283671819	0.6081221001
407	0.4829095644	1.15337679	0.509762901	0.3780081118	0.4182384915	0.4284021519	0.6081078728
408	0.4829388459	1.153358071	0.5099014827	0.3782589084	0.4182687798	0.4284248647	0.6081323938
409	0.4829641534	1.153313312	0.509917273	0.3782420749	0.4183023271	0.4284492466	0.6081494481
410	0.482984023	1.153277024	0.510059761	0.3787728624	0.4183234262	0.428458865	0.6081598742
411	0.4829825589	1.153242932	0.5106701237	0.3781255622	0.4183188423	0.4284514211	0.6081756712
412	0.483001801	1.15321867	0.5116232863	0.3790286381	0.418349075	0.4284664104	0.6081748181
413	0.4830156051	1.153198905	0.5115701659	0.3786381603	0.4183858377	0.4284823817	0.6081692792
414	0.4830415401	1.153157911	0.5109655651	0.3784899901	0.4184415765	0.4285056801	0.6081915974
415	0.4830578541	1.153135113	0.510775648	0.3783759533	0.4184259286	0.4285304782	0.6082500457
416	0.4830750047	1.153104786	0.5109105336	0.3788747536	0.4184054052	0.4285525105	0.6082776362
417	0.4830980115	1.153039216	0.5103680921	0.3786902845	0.4184283106	0.4285744857	0.6083023668
418	0.4831279204	1.153004392	0.510363979	0.3782314138	0.418487944	0.4286013086	0.6083185984
419	0.483136914	1.152984314	0.5104590066	0.3786554922	0.418494871	0.4285990007	0.6083289595
420	0.4831544829	1.152946457	0.5103051922	0.3784241992	0.4184897957	0.4286269819	0.6083321284
421	0.4831799996	1.152921672	0.5101030111	0.3787256827	0.4185193767	0.4286431408	0.6083598574
422	0.4832094902	1.152871685	0.5098583176	0.3792272687	0.4185703777	0.4286597545	0.6084072811
423	0.4832354252	1.152806847	0.5096001584	0.3787351708	0.4185740328	0.4286902834	0.6084324728
424	0.4832408632	1.152789801	0.5090765588	0.3786026591	0.4185543047	0.4286931064	0.6084661929
425	0.4832732819	1.152766585	0.5099802372	0.3789933964	0.4186979464	0.4287024503	0.6084508796
426	0.4832845762	1.152743997	0.5101798774	0.3788149206	0.4187166046	0.4287103041	0.6084591809
427	0.4832824847	1.152724127	0.5105185185	0.379051701	0.4187185696	0.4287217507	0.6084156971
428	0.483296498	1.152701016	0.5100306354	0.3789840193	0.4187110761	0.4287395691	0.6084765845
429	0.4832854128	1.152679264	0.5095233396	0.3787336791	0.4186983381	0.4287353573	0.60845107
430	0.4832879227	1.152624779	0.5098368759	0.3786971674	0.4186527448	0.4287315467	0.6084937298
431	0.4833199231	1.15258002	0.5086164451	0.378397711	0.4186978086	0.4287626058	0.6085372923
432	0.4833176224	1.152545406	0.5088565243	0.3780280683	0.4187293745	0.4287494401	0.6085810092
433	0.4833571524	1.152510059	0.5090408805	0.3789999109	0.418795235	0.4287752383	0.608620311
434	0.4833751396	1.152469692	0.5081340651	0.3795652949	0.4187770783	0.4287961478	0.608651636
435	0.4834142512	1.152414894	0.5085160532	0.3792089792	0.4188372902	0.4288328172	0.6086656124
436	0.4834477158	1.152376096	0.5083235409	0.3793533446	0.4188683301	0.4288724186	0.6086980391
437	0.483457546	1.152347965	0.5082753893	0.3795620438	0.4189081888	0.4288792886	0.60868887
438	0.4834813894	1.152325481	0.5077299413	0.3796172675	0.4189380876	0.4289044054	0.6087132046
439	0.4835112984	1.152304147	0.5082111437	0.3798718633	0.4189925059	0.4289297453	0.6087030155
440	0.483535351	1.152248722	0.5082608271	0.3796634316	0.4190415269	0.4289514369	0.6087161699
441	0.4835313771	1.152226029	0.5075669383	0.3809183491	0.4190509783	0.4289387893	0.6087158214
442	0.4835518741	1.15218995	0.5075191617	0.3805017409	0.4190412027	0.4289645156	0.6087359587
443	0.483564005	1.152164642	0.5077564475	0.3807908596	0.4190535649	0.4289696002	0.6087696644
444	0.4835604494	1.152135151	0.5070736434	0.3808504948	0.4189864301	0.4289813017	0.6087772885
445	0.4835805281	1.152114654	0.5067829457	0.3811563169	0.4189996437	0.4289979772	0.6088147797
446	0.4835801098	1.152084118	0.5065324688	0.3811266851	0.4189844019	0.4289992357	0.6088337938
447	0.4836142018	1.152053895	0.5068254429	0.3815601571	0.4190063649	0.4290252824	0.6088809447
448	0.483633653	1.152024405	0.5066731141	0.3817093864	0.4190496515	0.4290393971	0.6088877464
449	0.4836397185	1.151993659	0.5066305295	0.3817646008	0.4190490019	0.4290467532	0.6088947589
450	0.4836428558	1.151983411	0.507174714	0.3812712016	0.4190629343	0.4290528166	0.6088802257
451	0.4836416008	1.151956012	0.5073629142	0.3811819318	0.4190582201	0.4290495688	0.6089093301
452	0.4836583331	1.151934469	0.5083566805	0.3802087902	0.4191092371	0.4290520545	0.6089320586
453	0.4836700457	1.151916273	0.5087040619	0.380126183	0.4191102679	0.429067329	0.6089318982
454	0.4836876146	1.151898599	0.5096256167	0.3797900262	0.4191253519	0.4290848727	0.6089478483
455	0.4837185692	1.151847252	0.5092368701	0.3794701408	0.4191397271	0.4291204888	0.6089842843
456	0.4837497331	1.151792558	0.5098928675	0.3799073184	0.4192444851	0.4291378824	0.6089811557
457	0.4837484781	1.151767042	0.5094248429	0.379352474	0.4192459726	0.4291290141	0.6090064557
