iter	Accuracy	MultiClass	Precision:class=0	Precision:class=1	Precision:class=2	Precision:class=3	Precision:class=4
69	0.4726033285	1.174194859	0.5375751503	0.3394555592	0.4077314765	0.4194496276	0.5983740435
70	0.4726752772	1.173967196	0.5303104978	0.3375796178	0.4077859933	0.4195254198	0.5985235994
71	0.4727913573	1.173781259	0.5307289185	0.3406560337	0.4079174205	0.4196214673	0.5985120023
72	0.4728225211	1.173635165	0.5296348981	0.3427102238	0.4079402555	0.4196304961	0.5985198632
73	0.4729482222	1.173395998	0.5259953162	0.3419279226	0.408048695	0.4197099466	0.5987781675
74	0.47304757	1.173207656	0.526364909	0.3426900585	0.40815927	0.4197864993	0.5988791447
75	0.4731013224	1.17303615	0.5248161765	0.3431176973	0.4081164429	0.4198613671	0.5989600543
76	0.4731412707	1.172921953	0.5253924284	0.3439363817	0.4081184853	0.4198965315	0.5990341252
77	0.4731956505	1.17277314	0.5245977011	0.3450127155	0.4081640242	0.4199262938	0.5992428262
78	0.473261743	1.172671073	0.5203804348	0.3434650456	0.4082692583	0.4199969658	0.5992186889
79	0.4732855864	1.172570575	0.5131355932	0.3399491094	0.4084125911	0.420008821	0.5991713317
80	0.4733715484	1.172315722	0.5145348837	0.3403773585	0.4083352674	0.4200904414	0.5993761371
81	0.4734368042	1.172195459	0.5130399348	0.339121806	0.4083441501	0.4201439932	0.5994901098
82	0.4734976678	1.172103536	0.5149162239	0.3399209486	0.4084077196	0.420195441	0.5996020623
83	0.4735677342	1.171926278	0.5140788415	0.3368802902	0.4085571715	0.4202690626	0.5996082543
84	0.4736555785	1.171772028	0.5096040768	0.3345855835	0.408596157	0.4203366465	0.5996943345
85	0.4737283639	1.171605542	0.5073757764	0.3353802551	0.4086285718	0.4204160876	0.5997758853
86	0.4737837895	1.17151226	0.5182531559	0.3415007657	0.4087787229	0.4204549382	0.5997487316
87	0.4738229012	1.171424206	0.5090439276	0.3455836292	0.4088963025	0.4204716324	0.5997424144
88	0.4739109547	1.171231367	0.50841537	0.3463664278	0.4089316373	0.4205346856	0.5999134534
89	0.4739862498	1.171097404	0.5058121269	0.3460848775	0.409022304	0.4206277417	0.5999118523
90	0.4740040279	1.171005586	0.5057758352	0.3454077593	0.4090320637	0.4206475996	0.5999190584
91	0.4740688654	1.170895885	0.5035859058	0.3444709626	0.4091143226	0.4206891969	0.6000220008
92	0.4741288924	1.170762654	0.5036945813	0.3466324314	0.4091718282	0.4207218171	0.6001451955
93	0.4741849454	1.170639986	0.50243309	0.3467821295	0.4092232254	0.4207732588	0.6002234371
94	0.4742541752	1.17047852	0.5	0.3457394711	0.4092114254	0.4208224065	0.6003428936
95	0.4743254964	1.170398205	0.5050866098	0.3458197611	0.4094673728	0.4208512103	0.6003726193
96	0.4743725559	1.170258386	0.5038335159	0.3445530221	0.4094608114	0.4208953168	0.6004415551
97	0.4744062296	1.170170437	0.4982863169	0.3446943078	0.409554936	0.4209288584	0.6003959265
98	0.4744474328	1.170064501	0.4960588544	0.3436565194	0.409582779	0.420967232	0.6004616195
99	0.4745131069	1.16997582	0.4953343701	0.3432784042	0.4095983142	0.4210491906	0.6005727602
100	0.4745919577	1.169813726	0.4923555325	0.3426005871	0.4096874012	0.4211213369	0.6006478853
101	0.474638808	1.169719189	0.4917398038	0.3424704471	0.4097263557	0.4211539219	0.6006804217
102	0.4747203778	1.169587213	0.4910210364	0.3429602888	0.4097632027	0.4212179903	0.6008240226
103	0.4747939997	1.169536598	0.5113960114	0.341540404	0.4099658489	0.4212579698	0.6008342895
104	0.4748410592	1.169413302	0.5099620493	0.3413022963	0.4100558571	0.4213022518	0.6008699705
105	0.4748977397	1.169291889	0.5058548009	0.3409055056	0.4101442277	0.4213623038	0.6008837773
106	0.4749416619	1.169188358	0.5064478312	0.3411949686	0.4102582993	0.4213855301	0.6009018309
107	0.4749870482	1.169074474	0.5052680871	0.341627543	0.4101805894	0.4214349895	0.6009633022
108	0.4750569054	1.168986734	0.5026787794	0.3403590945	0.4102466683	0.4214968627	0.601029293
109	0.4750763566	1.168916563	0.4986251146	0.3399635591	0.410282986	0.4215150934	0.6010581681
110	0.4751114944	1.168851516	0.4962882096	0.3437642412	0.4103844838	0.4215230078	0.6010552952
111	0.4751656651	1.168740561	0.4964262508	0.3430075188	0.4104868737	0.4215620759	0.6011928537
112	0.4752641763	1.168576271	0.4966645147	0.3434540809	0.4105814749	0.4216608025	0.6012685136
113	0.4753051703	1.168479224	0.4982751186	0.3445126516	0.4106167909	0.4216939493	0.6013113065
114	0.4753543213	1.168333862	0.495503212	0.3439452544	0.4105711624	0.4217433325	0.6014227685
115	0.4753884133	1.168280528	0.4938297427	0.3429491873	0.4106471224	0.4217795226	0.6013481599
116	0.4754743753	1.168186723	0.4943679599	0.3420629115	0.4107837856	0.4218444576	0.6014464125
117	0.4755216439	1.168097101	0.4934388669	0.3428152493	0.4108690911	0.4218873737	0.6015133708
118	0.4755971482	1.167931347	0.4947194036	0.3441758242	0.4109216908	0.4219303877	0.6016724591
119	0.475626848	1.167822169	0.4929634917	0.3424277794	0.4108714457	0.4219659114	0.6017210155
120	0.4756743258	1.167723971	0.4928571429	0.3419938695	0.4109422907	0.4219957425	0.6017719446
121	0.4757657258	1.167623473	0.4916700528	0.3415523782	0.411041761	0.4220781298	0.6018799706
122	0.4758541976	1.167503942	0.4924979724	0.3427865038	0.4111603651	0.4221521477	0.601948708
123	0.4758757404	1.167441614	0.491648219	0.3429184549	0.4111952073	0.4221834626	0.6019209494
124	0.4759029303	1.167381378	0.4908657665	0.3418273969	0.4112391666	0.4222139487	0.6019275218
125	0.4759573101	1.167292174	0.4895688456	0.3422875725	0.4112314661	0.42226536	0.6020126359
126	0.4759663037	1.167259233	0.4898902369	0.3397548161	0.4113307277	0.4222665768	0.6020398208
127	0.4760079252	1.167170761	0.4892555641	0.3406371824	0.4113730489	0.4222989264	0.6021042832
128	0.476029468	1.167094211	0.4878886134	0.3405631146	0.411355283	0.4223118012	0.6021234425
129	0.4760692071	1.166994968	0.4876331811	0.3406460296	0.411427231	0.4223391865	0.6022023913
130	0.4761164758	1.166940692	0.4860055607	0.3414926167	0.411514474	0.422396688	0.6021264508
131	0.4761229595	1.166872299	0.4849094567	0.3402969386	0.4115584923	0.4223993151	0.602047198
132	0.4761804767	1.166774415	0.4854847544	0.3396746261	0.4116218415	0.4224620917	0.6020657933
133	0.4762308826	1.166663773	0.4832055495	0.3398070907	0.411637677	0.4225176299	0.6021306731
134	0.4762494972	1.166606779	0.4824385805	0.3399791504	0.4116654426	0.4225303282	0.6021933604
135	0.4763329494	1.166490804	0.4838881965	0.3404975902	0.4116163202	0.4226348844	0.6023026316
136	0.4763519823	1.166410698	0.4818470215	0.3421154093	0.4116535083	0.4226644787	0.6022248368
137	0.4763852377	1.166357468	0.4832156998	0.3427580003	0.4116931481	0.4226795591	0.6022786321
138	0.4764107544	1.166227061	0.4833106267	0.3432509016	0.4116686645	0.4226911198	0.6023436205
139	0.4764404542	1.166170067	0.483718576	0.3427476038	0.4116955915	0.422719526	0.6023805626
140	0.4764751736	1.166136498	0.4837520938	0.3439067202	0.4117765481	0.4227534923	0.6023816482
141	0.4764900235	1.166079922	0.4837846874	0.3440597088	0.4117962032	0.422773897	0.6024087011
142	0.4765243246	1.166039242	0.4853723404	0.3459663661	0.411841471	0.4228072115	0.6024164855
143	0.476537083	1.16593592	0.4852159468	0.3462100902	0.411835763	0.4228151238	0.6024430737
144	0.4766050578	1.16582737	0.4849037823	0.345891246	0.4118550834	0.4228875011	0.6024983192
145	0.4766569278	1.16570627	0.4846828945	0.3461491666	0.4119031835	0.4229488969	0.6025194307
146	0.4767679882	1.165584229	0.4861502737	0.3467947938	0.4120405935	0.4230296819	0.6026405604
147	0.4768123287	1.165489587	0.4861294584	0.347714808	0.412033234	0.4230584034	0.60273389
148	0.4768577149	1.16538135	0.4851973684	0.3466455619	0.4121188099	0.423102537	0.6027734273
149	0.4768694275	1.165361794	0.4843826656	0.3466666667	0.4121604524	0.4231217724	0.6027558813
150	0.4769156504	1.165290159	0.4847840314	0.3462922966	0.4121947689	0.4231624828	0.6028135147
151	0.4769597817	1.165172511	0.4850416871	0.347173887	0.4122580469	0.423190802	0.6028774721
152	0.4770463712	1.165015855	0.4839654892	0.3468138726	0.4123116563	0.4232830728	0.6029788454
153	0.4770589204	1.164952481	0.4837720006	0.346717961	0.4122905115	0.4232978896	0.6030464598
154	0.47710347	1.164888062	0.4828530027	0.3472321216	0.4122592855	0.4233334736	0.6031901731
155	0.4771574315	1.164788505	0.4828530027	0.3475168899	0.4122989861	0.4233780967	0.6032664321
156	0.4771783469	1.164703066	0.4837268666	0.3476151024	0.4123085122	0.4233880396	0.6033300182
157	0.4772141121	1.164645549	0.4834901898	0.3477079395	0.4123565553	0.4234144393	0.6033725501
158	0.4772325176	1.164589705	0.4858280255	0.3494103774	0.412358517	0.4234496293	0.6033010787
159	0.4772668187	1.164499769	0.4857461379	0.349387659	0.4123782978	0.4234709925	0.6033863728
160	0.4773086493	1.164413807	0.4856052171	0.3497345133	0.4124231346	0.4235103442	0.6034259431
161	0.4773264274	1.164332969	0.4835614283	0.3499528524	0.4124338834	0.4235201229	0.6034666668
162	0.4773739052	1.164244707	0.4841707355	0.3499059709	0.4125382676	0.4235552473	0.6034595384
163	0.4774033958	1.164161778	0.4836990596	0.3500411813	0.4126110947	0.4235882431	0.6034337161
164	0.4774471088	1.164073306	0.4838407494	0.3494825964	0.4126378809	0.4236353788	0.6034433344
165	0.477482874	1.163966115	0.4841431026	0.3497479189	0.4126878702	0.4236695017	0.6034587057
166	0.4775263779	1.16387576	0.4850093691	0.3500937647	0.4127515429	0.4236894879	0.6035367412
167	0.4776221701	1.163758321	0.4840260546	0.3500880799	0.412826041	0.4237583739	0.6036876171
168	0.47763702	1.163681666	0.4838109992	0.3490832158	0.412868942	0.4237718198	0.6036769407
169	0.4776872167	1.163593194	0.4825563446	0.3487715999	0.412915869	0.4238171977	0.6037483746
170	0.4777269559	1.163526997	0.4820576005	0.348918761	0.4129305623	0.4238480867	0.6038359323
171	0.4777692048	1.163467702	0.4820410051	0.3493806964	0.4129498303	0.4238903712	0.6038648812
172	0.4777566556	1.163441663	0.4813335382	0.3485734331	0.4129363604	0.4238872235	0.603803887
173	0.477774852	1.163392826	0.4811856858	0.3486495966	0.4129575357	0.4238994902	0.6038170904
174	0.4778277677	1.163292118	0.4792209784	0.3481923482	0.4130047948	0.4239576217	0.603871428
175	0.4778626963	1.16321996	0.4794373949	0.3481881084	0.4129903134	0.4239973355	0.6039151814
176	0.4779003439	1.163133685	0.4806579348	0.3486076842	0.4129774359	0.4240217812	0.6039990299
177	0.4779340176	1.163091854	0.4851739788	0.3486249001	0.4130561902	0.4240408468	0.6040280472
178	0.4779603709	1.163065187	0.486888627	0.3494926719	0.4131346281	0.4240567187	0.6040338419
179	0.4779959269	1.162980271	0.4866018846	0.3497187852	0.413201017	0.4240950274	0.6040335873
180	0.4780488427	1.162883851	0.4860703812	0.3498086017	0.4132752728	0.4241361369	0.6040828513
181	0.478073732	1.162821001	0.4853835022	0.350100829	0.4133177875	0.4241587326	0.6040531324
182	0.4781097063	1.162756268	0.485540775	0.3494798076	0.4133656449	0.4242015431	0.6040441782
183	0.4781676418	1.16269645	0.4852496762	0.3508358577	0.4134822306	0.4242537447	0.6040604613
184	0.4781760079	1.162667691	0.4852393236	0.350861688	0.4134599227	0.4242658821	0.6040472806
185	0.4782096816	1.162605991	0.4852266208	0.3506507831	0.4134768611	0.4242970963	0.6040810652
186	0.4781996422	1.162559873	0.4850093243	0.3503536693	0.4134432368	0.4242810631	0.6041015638
187	0.4782385447	1.162512395	0.4843414843	0.3502967685	0.4135407975	0.4243222841	0.6040797294
188	0.478260715	1.162482172	0.4842239909	0.3507462687	0.4135740391	0.4243424659	0.6041162906
189	0.4783088202	1.162408864	0.4835727493	0.3511198946	0.4135647205	0.4243973698	0.6041621681
190	0.4783291081	1.162353648	0.4818491208	0.3507306889	0.4135751091	0.4244115391	0.6042007275
191	0.4783669648	1.162310562	0.4816338108	0.3503513395	0.4136429496	0.4244488719	0.6042477296
192	0.4784090046	1.162254091	0.4814971751	0.3506921556	0.4136710781	0.4244876914	0.604303628
193	0.4784041941	1.162160076	0.4816384181	0.3501317523	0.4136000526	0.4244786744	0.6043431024
194	0.4784495804	1.162098899	0.4812804454	0.3495827844	0.4136817434	0.424506189	0.6043960271
195	0.4784663126	1.162067944	0.4839023036	0.3526401742	0.4136794593	0.4245181411	0.6043861508
196	0.478510444	1.162001747	0.4841126682	0.3520391517	0.4137371092	0.4245616807	0.6044177357
197	0.4785445359	1.161917249	0.4846719379	0.3525438501	0.4137525788	0.4245939212	0.6044579202
198	0.4785851117	1.161836621	0.4844746327	0.3522813895	0.4137803524	0.4246275666	0.6045053019
199	0.4786030989	1.161795104	0.4836122251	0.3526407303	0.4137862652	0.4246607596	0.6045018724
200	0.4786694004	1.16172692	0.4829969588	0.3519001086	0.4138951727	0.4247210305	0.6045279094
201	0.4786750476	1.161697848	0.483130531	0.3515506398	0.4138965458	0.42472193	0.6045628633
202	0.4787080938	1.161620565	0.483577146	0.3515243572	0.413883515	0.4247581932	0.6046293723
203	0.4787398851	1.161554055	0.4834528406	0.3520086862	0.4139129003	0.4247859256	0.6046481354
204	0.4787484604	1.161500511	0.4829059829	0.353234911	0.4139465952	0.4247860252	0.6046416106
205	0.4787298457	1.161446132	0.4838798567	0.3526099199	0.4139230232	0.4247572738	0.6046256457
206	0.4787503427	1.161413085	0.4842595127	0.3520808689	0.4139810134	0.4247679455	0.6046178557
207	0.4787695848	1.161377739	0.4848070079	0.3523973339	0.413994533	0.424777436	0.6046443417
208	0.4787835981	1.161336326	0.4848402076	0.3527888661	0.4139734856	0.4247987941	0.6046435114
209	0.4787986572	1.161313424	0.4855899946	0.3526747196	0.4139987514	0.4248083689	0.6046509119
210	0.4788143436	1.161255488	0.4862585034	0.3520336606	0.4139966642	0.4248133256	0.6046926163
211	0.4788574292	1.161213239	0.4861923548	0.3521293801	0.4140150419	0.4248591041	0.6047325902
212	0.4789007239	1.16113031	0.4843603168	0.3526434801	0.4141038493	0.4248798279	0.6047907825
213	0.4789274956	1.161073211	0.4855391177	0.3522262852	0.414138841	0.4248997784	0.6048211175
214	0.4789452736	1.161043093	0.4880031991	0.3542967909	0.4141567098	0.4249159723	0.6047734775
215	0.4789517573	1.161001263	0.488120662	0.3540839326	0.4141448312	0.424920355	0.6047768488
216	0.4789864768	1.16093883	0.4883535206	0.354644926	0.4142129943	0.4249434139	0.6048055871
217	0.4790320722	1.160903484	0.4882235529	0.3538280582	0.414229735	0.424988343	0.6048801099
218	0.4790456671	1.160851404	0.4901133667	0.3550042772	0.41427682	0.4249911096	0.6048455398
219	0.4790586347	1.16082526	0.4902554648	0.3550492084	0.414286431	0.4249969333	0.6048696217
220	0.4790818507	1.160779037	0.4898626553	0.355211117	0.4142878824	0.4250235056	0.604909123
221	0.479109668	1.160731037	0.4892179787	0.3548697138	0.414293504	0.4250623293	0.604933347
222	0.4791295376	1.160698095	0.4891836209	0.3558779603	0.4143190073	0.425072588	0.6049221367
223	0.479168231	1.160644552	0.4895230749	0.3554133333	0.4143781454	0.4251106815	0.6049368994
224	0.4791870548	1.160574799	0.4890201618	0.3557589951	0.4143698066	0.4251327685	0.6049404169
225	0.4791989765	1.160531923	0.488488746	0.3551580965	0.414343992	0.4251423958	0.6050275468
226	0.4792408071	1.160488419	0.4884229483	0.3556431845	0.4143965095	0.4251782555	0.6050699375
227	0.479263814	1.160414169	0.4868421053	0.3553342515	0.4144105712	0.4252154703	0.6050471163
228	0.4792976968	1.16034494	0.487028754	0.3564618644	0.4144795171	0.4252389255	0.6050542805
229	0.4793403641	1.160261592	0.4876677316	0.3572412332	0.4145333076	0.4252816063	0.6050904281
230	0.4793547957	1.160203761	0.4866760168	0.3562645749	0.4145082978	0.4252936958	0.6051087641
231	0.4793863778	1.160159839	0.4869576282	0.3565483089	0.4145911384	0.4253044159	0.6051079981
232	0.4794037375	1.160141747	0.4867886179	0.3562940372	0.4146696154	0.4253114547	0.6050637069
233	0.479412522	1.160098557	0.4867436255	0.3560693642	0.4146861031	0.4253147028	0.6050695986
234	0.4794482872	1.160057249	0.4916832175	0.3588412418	0.4147715582	0.4253303183	0.6050575291
235	0.479490327	1.160013746	0.491382517	0.3586178271	0.4148480656	0.4253693398	0.6050700014
236	0.4795183535	1.159963967	0.4911998017	0.3590408968	0.4148488908	0.4253857482	0.605135269
237	0.4795361315	1.159935522	0.4908325074	0.3589823468	0.4148708033	0.4253999574	0.6051492472
238	0.4795731517	1.15988543	0.4908865468	0.3586843744	0.4148571076	0.4254442877	0.6051927762
239	0.4796177013	1.159801664	0.4906732551	0.3588094991	0.4148954762	0.4254822448	0.6052588906
240	0.479658277	1.159739546	0.4896357169	0.3593100582	0.4149918481	0.4255146829	0.6053095559
241	0.47967731	1.159691022	0.4899262899	0.35954706	0.4150208494	0.4255296672	0.6053281149
242	0.4797044999	1.159633505	0.4905335628	0.3590541381	0.4150415144	0.4255653192	0.6053426521
243	0.479731899	1.159600354	0.4940803125	0.3599713496	0.4150637794	0.4255821902	0.6053615792
244	0.4797308532	1.159586341	0.4935523114	0.3606758833	0.4150428448	0.4255893666	0.6053332903
245	0.4797588798	1.159537085	0.493974437	0.3609886166	0.4150745539	0.4256200448	0.6053434144
246	0.4797812592	1.159493791	0.4936061381	0.3614457831	0.4150870307	0.4256403849	0.6053786467
247	0.4798055209	1.159402913	0.4942178941	0.3609076109	0.4150951864	0.4256566539	0.6054160819
248	0.4798291553	1.159357736	0.4941705125	0.3611054664	0.4151029032	0.425685443	0.6054277208
249	0.4798483974	1.159294781	0.4938795298	0.3605442177	0.4151096013	0.4257119348	0.6054314055
250	0.4798737049	1.159235068	0.4937167714	0.3604096948	0.4152107347	0.4257280801	0.6054213221
251	0.4798969209	1.159204636	0.4982057416	0.3624827858	0.4152979816	0.4257247328	0.6054264051
252	0.479929758	1.159130596	0.4987456696	0.3624187512	0.415312627	0.4257472469	0.6054871917
253	0.4799149081	1.159074857	0.4976127954	0.3627663773	0.4152463815	0.4257338668	0.6054846943
254	0.4799590394	1.159003012	0.4980303211	0.36255294	0.4152879979	0.4257691499	0.6055338446
255	0.4799851836	1.158946646	0.4979728118	0.362179172	0.4153277709	0.4257911832	0.605550796
256	0.4800519035	1.158869677	0.4974389518	0.362813576	0.4154062497	0.4258482922	0.6056124751
257	0.4800749103	1.158839977	0.4967289164	0.3629476584	0.4153932531	0.425872485	0.6056566271
258	0.4800991721	1.158806827	0.49726451	0.362922231	0.4154332412	0.4258929076	0.6056832884
259	0.4801098389	1.158753597	0.4974407809	0.3622093594	0.4154197104	0.4259012048	0.6057263864
260	0.4801462316	1.158715845	0.4964572508	0.3626567398	0.4154161349	0.4259441047	0.6057475855
261	0.4801562709	1.158684681	0.4961624749	0.3628188838	0.4154520705	0.4259594735	0.6057667349
262	0.4801763497	1.158649857	0.4958210712	0.362498778	0.4154690147	0.4259785764	0.6057846194
263	0.4801855524	1.158607608	0.4956388496	0.3623485737	0.4154642383	0.4259817811	0.6057977875
264	0.4802029121	1.158556993	0.4958062611	0.3618991908	0.4154576261	0.4260017979	0.6058152465
265	0.4802411872	1.158527189	0.4976498237	0.3623258985	0.4154933182	0.4260388252	0.6058295675
266	0.480258756	1.158482221	0.4969469234	0.3614141021	0.4154883077	0.4260591892	0.6058571398
267	0.4802679588	1.158447083	0.4964838256	0.3627661653	0.4155165548	0.4260609514	0.6058139308
268	0.4802802988	1.158398664	0.4970677926	0.3624279152	0.4155454794	0.4260802219	0.6057980774
269	0.4802786256	1.158354428	0.4970698547	0.3625696685	0.4155342018	0.426070344	0.6058189057
270	0.4802817629	1.158329539	0.4967259121	0.3623428516	0.4155062076	0.4260855752	0.6057883876
271	0.4802974494	1.158300362	0.4963835744	0.3616669905	0.4155524369	0.4261103674	0.6057261354
272	0.4803279858	1.158246923	0.4962651727	0.3618382781	0.4155631322	0.4261367466	0.6057696054
273	0.4803493194	1.158207184	0.4963222417	0.3615556202	0.4155910152	0.4261456328	0.6058116595
274	0.4803750453	1.158165458	0.4959216966	0.3620505863	0.4156391085	0.4261616547	0.6058388767
275	0.4804087189	1.158110242	0.4962081437	0.3614527845	0.4156679551	0.4261926191	0.6058777617
276	0.4804193857	1.158058372	0.4961511547	0.3614900822	0.415672124	0.4262106211	0.6058751423
277	0.4804605889	1.158006293	0.4963827305	0.3618567691	0.4156645311	0.4262633073	0.6058909846
278	0.4804800402	1.15796122	0.4960363721	0.3619269167	0.4156998272	0.4262701204	0.6059243808
279	0.480504302	1.157924932	0.4964392373	0.3630083674	0.4157508337	0.4262922221	0.6059182772
280	0.4805105766	1.157895755	0.495923757	0.3629817049	0.4157479268	0.4262935254	0.6059588661
281	0.4805448777	1.157866578	0.4966681985	0.3657425359	0.415813631	0.4263182802	0.6059544388
282	0.4805804338	1.157812721	0.496611143	0.3654478623	0.415805297	0.4263594489	0.6060213274
283	0.4806021857	1.157757819	0.4963311167	0.3648139198	0.4158334058	0.4263742281	0.6060442446
284	0.480587545	1.157727178	0.4945205479	0.3638728324	0.4158320875	0.4263641641	0.6060113641
285	0.4805975843	1.157708877	0.4943730817	0.3631558716	0.4158549455	0.4263706061	0.6060163108
