iter	Accuracy	MultiClass
882	0.8853470111	0.4127558158
883	0.8855876393	0.4122519017
884	0.8856889564	0.4119939586
885	0.8858282675	0.4112932972
886	0.8858535968	0.4111283354
887	0.8858915907	0.4110190534
888	0.8859042553	0.4110182123
889	0.8859042553	0.4110171735
890	0.8861322188	0.4105626316
891	0.8862208713	0.4103974223
892	0.8861828774	0.4103064695
893	0.8862968592	0.4101879116
894	0.8863601824	0.4099876767
895	0.8863221884	0.4099812207
896	0.8863601824	0.4099799097
897	0.8864741641	0.4097661939
898	0.8864361702	0.4095654148
899	0.8864741641	0.409483342
900	0.886550152	0.409337946
901	0.8867527862	0.4087332837
902	0.8868161094	0.4085312183
903	0.8867907801	0.4084753406
904	0.8867907801	0.4084742027
905	0.8869934144	0.4082089379
906	0.8870187437	0.4080092472
907	0.8870187437	0.4080084556
908	0.8870187437	0.4080072931
909	0.887006079	0.4077734177
910	0.8869934144	0.407695921
911	0.887006079	0.4076947584
912	0.8870314083	0.4076493191
913	0.8871073961	0.407427861
914	0.8871073961	0.4073581066
915	0.8870947315	0.4073461345
916	0.8871707194	0.4069270883
917	0.8872973658	0.4068099156
918	0.8873860182	0.4065762629
919	0.8873986829	0.4063310339
920	0.8877279635	0.4060985685
921	0.8877406282	0.4060497404
922	0.8877912867	0.4056872645
923	0.8877659574	0.4054900968
924	0.8878546099	0.4052860774
925	0.8877786221	0.4051803326
926	0.8879685917	0.4043064477
927	0.8882345491	0.4040603777
928	0.8883358663	0.4038637295
929	0.8885131712	0.4033778228
930	0.8885764944	0.402970625
931	0.8887791287	0.4025927141
932	0.8888931104	0.4023254456
933	0.8892730496	0.4019516903
934	0.8892350557	0.4017978842
935	0.8892730496	0.4015246298
936	0.8893237082	0.4008589446
937	0.8893363728	0.4007920347
938	0.8893490375	0.4006699892
939	0.88943769	0.4005140805
940	0.8895516717	0.4002879474
941	0.8897036474	0.4001369117
942	0.8897163121	0.3999857028
943	0.8897036474	0.3997719128
944	0.8897036474	0.399770676
945	0.8896909828	0.3997700824
946	0.8897036474	0.3997322863
947	0.889893617	0.3993631813
948	0.8899062817	0.3990726861
949	0.8899316109	0.3990659828
950	0.8900329281	0.3988904093
951	0.8900835866	0.398758049
952	0.8900962513	0.3987574553
953	0.8903748734	0.3983026166
954	0.8903115502	0.3981203151
955	0.8903495441	0.3979501834
956	0.8905395137	0.397753832
957	0.8905775076	0.3976170935
958	0.890564843	0.3976162772
959	0.8906661601	0.3973667195
960	0.8906028369	0.3972609005
961	0.8906155015	0.3972348291
962	0.8907168186	0.3969124497
963	0.8907168186	0.3967256958
964	0.8907421479	0.3966132229
965	0.8908054711	0.3965417864
966	0.8908561297	0.3964298824
967	0.8910714286	0.395622759
968	0.8910967579	0.3956215716
969	0.8911094225	0.3952633503
970	0.8911474164	0.3950211885
971	0.8912360689	0.3948875667
972	0.8912867275	0.3947661395
973	0.8912993921	0.3947207249
974	0.8913627153	0.3945335009
975	0.8913627153	0.3945304585
976	0.8913500507	0.3945294196
977	0.8913500507	0.3944543964
978	0.8916666667	0.3942067186
979	0.8918566363	0.3938241821
980	0.892008612	0.3935062057
981	0.8920972644	0.3931373975
982	0.8920845998	0.3930812229
983	0.8921605876	0.3929304593
984	0.892147923	0.3929295688
985	0.892325228	0.3926593568
986	0.892325228	0.3925460182
987	0.8923125633	0.3924990452
988	0.8923505572	0.3924180113
989	0.8923505572	0.3923684411
990	0.8923505572	0.3923675259
991	0.8925911854	0.3917858924
992	0.892641844	0.3916592955
993	0.8926545086	0.3916584792
994	0.8926671733	0.3913159402
995	0.8926671733	0.3913150745
996	0.8927558257	0.3911394268
997	0.8928191489	0.3909790905
998	0.8928951368	0.3905906175
999	0.89295846	0.3903138753
1000	0.8931484296	0.3898940128
1001	0.8931990881	0.3897507193
1002	0.8931737589	0.3894565633
1003	0.8931737589	0.3894547576
1004	0.8932370821	0.3892173698
1005	0.8932624113	0.3891214203
1006	0.8932497467	0.3890632421
1007	0.893414387	0.3889672184
1008	0.8934270517	0.3888647387
1009	0.8934397163	0.3888593216
1010	0.8934777102	0.3888000303
1011	0.8935030395	0.3887659693
1012	0.8935663627	0.3883816519
1013	0.8936043566	0.3883156573
1014	0.8936550152	0.3882251496
1015	0.8936803445	0.3881308574
1016	0.8939209726	0.3875379197
1017	0.8939716312	0.3873629152
1018	0.8941616008	0.3870619568
1019	0.8943262411	0.3864794823
1020	0.8942502533	0.3863694088
1021	0.8943642351	0.3860640475
1022	0.8943389058	0.3860628107
1023	0.8944528875	0.3858188185
1024	0.894402229	0.3857179961
1025	0.8945921986	0.3855206305
1026	0.89454154	0.3852532879
1027	0.8952001013	0.384446387
1028	0.8951621074	0.3839909547
1029	0.8955547112	0.38320874
1030	0.8955547112	0.3830733619
1031	0.8957573455	0.3829254181
1032	0.8958206687	0.3826786803
1033	0.8960233029	0.3823600359
1034	0.8960359676	0.3822752917
1035	0.8960992908	0.3820189317
1036	0.8960359676	0.3818985681
1037	0.8962006079	0.3817563383
1038	0.8962259372	0.3816156915
1039	0.8963145897	0.3814583976
1040	0.8963652482	0.3814451146
1041	0.8963525836	0.3813039979
1042	0.8964539007	0.3811935038
1043	0.8963652482	0.3810940914
1044	0.8963905775	0.3810927556
1045	0.8964918946	0.3809905233
1046	0.8964159068	0.3806428641
1047	0.8965172239	0.3803627826
1048	0.8965045593	0.3803618179
1049	0.8965425532	0.3803305026
1050	0.896656535	0.379999812
1051	0.8968844985	0.3797917359
1052	0.896973151	0.37946342
1053	0.8970744681	0.3790213449
1054	0.8970997974	0.3788676872
1055	0.8972644377	0.3785180491
1056	0.8973404255	0.3782322289
1057	0.8973150963	0.3781724182
1058	0.8973024316	0.3781711814
1059	0.8975557244	0.377829805
1060	0.8975430598	0.3778289146
1061	0.897606383	0.3777618563
1062	0.8976190476	0.3777351913
1063	0.8977203647	0.3775252353
1064	0.897745694	0.3774487775
1065	0.8976570415	0.3773243078
1066	0.8978723404	0.3766870439
1067	0.8978723404	0.3765061275
1068	0.8980116515	0.3762544425
1069	0.8979989868	0.3761726913
1070	0.8980243161	0.3760033017
1071	0.8979989868	0.3757884233
1072	0.8982016211	0.3753935438
1073	0.8982016211	0.3753652215
1074	0.8982776089	0.3752331333
1075	0.8982522796	0.3752323912
1076	0.8981762918	0.3750823944
1077	0.898239615	0.3750028446
1078	0.8983662614	0.3745963641
1079	0.8984929078	0.3744932165
1080	0.8985182371	0.3744921034
1081	0.8985815603	0.3743325586
1082	0.8985688956	0.3742772992
1083	0.8986828774	0.3741300233
1084	0.898556231	0.373851327
1085	0.8985688956	0.3737923325
1086	0.8985435664	0.3737534729
1087	0.8986068896	0.3736261586
1088	0.8986828774	0.3735181876
1089	0.8988855117	0.373373781
1090	0.8988475177	0.3733238893
1091	0.8990121581	0.3730656246
1092	0.8990121581	0.3730644868
1093	0.8991514691	0.3728595274
1094	0.8992021277	0.3727351319
1095	0.8993034448	0.3726341116
1096	0.8993541033	0.3724077806
1097	0.8993920973	0.3722717594
1098	0.8995187437	0.3720301418
1099	0.8995314083	0.3720035263
1100	0.899506079	0.3719758966
1101	0.8994807497	0.3719033223
1102	0.8995567376	0.3718342604
1103	0.8995314083	0.3717435054
1104	0.8996707194	0.371621262
1105	0.8996200608	0.3714519713
1106	0.8996707194	0.3712158698
1107	0.8995440729	0.3709549831
1108	0.8995947315	0.3708845608
1109	0.8998986829	0.3704779566
1110	0.9001519757	0.3702292646
1111	0.9001646403	0.3697509518
1112	0.9002026342	0.3696941836
1113	0.9004305978	0.3690399263
1114	0.9004179331	0.3690172437
1115	0.9003039514	0.3689224568
1116	0.9004052685	0.3687372859
1117	0.9004559271	0.3686865779
1118	0.9004179331	0.3686294386
1119	0.9005065856	0.3684931205
1120	0.9005825735	0.3683492087
1121	0.9007598784	0.3678864051
1122	0.9007978723	0.3677994099
1123	0.9010005066	0.3674119016
1124	0.9011651469	0.3670724051
1125	0.9011778116	0.3669377444
1126	0.9011778116	0.3668300949
1127	0.9012791287	0.3667479974
1128	0.9013171226	0.3667158906
1129	0.901304458	0.3667148022
1130	0.9012158055	0.3666258529
1131	0.901266464	0.3665630491
1132	0.9012158055	0.3665552574
1133	0.9012917933	0.366379956
1134	0.9015324215	0.3662253831
1135	0.9017477204	0.3657921139
1136	0.9019756839	0.3654405959
1137	0.9019883485	0.365237368
1138	0.9020643364	0.3649992381
1139	0.902077001	0.3649457597
1140	0.9021149949	0.3645077413
1141	0.9021656535	0.3644253222
1142	0.9025455927	0.3637761109
1143	0.9024316109	0.3636933455
1144	0.9025329281	0.3634746826
1145	0.9028622087	0.3630882874
1146	0.9028242148	0.3630613998
1147	0.9029128673	0.3629391563
1148	0.9029128673	0.3627531691
1149	0.9030141844	0.3626593222
1150	0.903026849	0.3626073279
1151	0.9031281662	0.3625485066
1152	0.9031408308	0.3625476408
1153	0.9031914894	0.3625062334
1154	0.9031408308	0.3624922083
1155	0.9031914894	0.3624249768
1156	0.9032421479	0.3623057017
1157	0.9037234043	0.3615713257
1158	0.903837386	0.3611985598
1159	0.903837386	0.3609630024
1160	0.9037107396	0.3608438262
1161	0.9037993921	0.3607903478
1162	0.9038753799	0.3605259981
1163	0.9038753799	0.3605252808
1164	0.9039893617	0.360178141
1165	0.904014691	0.3601770774
1166	0.9041033435	0.3598905399
1167	0.9041033435	0.3598899463
1168	0.9042553191	0.3597197899
1169	0.9044199595	0.3594819568
1170	0.9044199595	0.3594814374
1171	0.9043819656	0.3594415388
1172	0.9044579534	0.3592635413
1173	0.9044452888	0.359093657
1174	0.904508612	0.3590250898
1175	0.9046099291	0.358869107
1176	0.9046605876	0.3588247065
1177	0.9046605876	0.3586686989
1178	0.9046985816	0.3585360665
1179	0.9047365755	0.3584118195
1180	0.9049138804	0.3582667945
1181	0.9048505572	0.3578642469
1182	0.9050911854	0.357526383
1183	0.9051925025	0.3572187955
1184	0.9051545086	0.3569973127
1185	0.9051925025	0.3568481074
1186	0.9054078014	0.3566084687
1187	0.9054204661	0.3565526404
1188	0.9055344478	0.3564090748
1189	0.9056231003	0.3558119321
1190	0.905597771	0.3557099471
1191	0.9057497467	0.3553686449
1192	0.9056864235	0.3551643039
1193	0.9058637285	0.3549252588
1194	0.9059017224	0.354877247
1195	0.9060030395	0.3547373918
1196	0.9060030395	0.3545294888
1197	0.9059903749	0.3539331376
1198	0.9060663627	0.3537308497
1199	0.9061676798	0.3536685901
1200	0.9061550152	0.3535002889
1201	0.9061930091	0.3532768767
1202	0.9063196555	0.3530969251
1203	0.9063069909	0.3530960098
1204	0.9063703141	0.3530444361
1205	0.9063956434	0.3527503047
1206	0.9063576494	0.3525855407
1207	0.9066869301	0.3522351853
1208	0.9066742655	0.3521296384
1209	0.9067755826	0.3518323162
1210	0.9067755826	0.3517655053
1211	0.9067882472	0.3515746699
1212	0.9067882472	0.35157373
1213	0.9069275583	0.3514538611
1214	0.9070035461	0.3511393724
1215	0.9070668693	0.3510520804
1216	0.9072568389	0.350706029
1217	0.9072568389	0.3506960852
1218	0.9072948328	0.3505883121
1219	0.9073074975	0.3503041245
1220	0.9073201621	0.3501747077
1221	0.9074088146	0.3498756293
1222	0.9073961499	0.3498332819
1223	0.9075101317	0.3496259973
1224	0.9074721378	0.3495140686
1225	0.9074594732	0.3492860062
1226	0.9075861196	0.3491343768
1227	0.907535461	0.3491168887
1228	0.9076114488	0.3489701075
1229	0.9077001013	0.3487035069
1230	0.9077887538	0.3486351624
1231	0.9077887538	0.348634544
1232	0.9077887538	0.3485921471
1233	0.9077634245	0.3485878431
1234	0.9078140831	0.3484165242
1235	0.9079280648	0.3481096788
1236	0.9079027356	0.3480750983
1237	0.9080167173	0.3479288861
1238	0.9080420466	0.3478432513
1239	0.9080420466	0.3478426824
1240	0.9081940223	0.3474275691
1241	0.9085233029	0.346727823
1242	0.9085992908	0.3466246013
1243	0.9088399189	0.3458885927
1244	0.9088145897	0.345792099
1245	0.9089412361	0.3456010658
1246	0.9089159068	0.3455263147
1247	0.9090172239	0.3453074539
1248	0.9089918946	0.3452989696
1249	0.9090045593	0.3452981533
1250	0.9090298886	0.3452433887
1251	0.9090298886	0.345242795
1252	0.9090552178	0.3451913696
1253	0.9092705167	0.344932165
1254	0.9092578521	0.3448845242
1255	0.9094224924	0.3445531905
1256	0.9096884498	0.3441622687
1257	0.9096884498	0.3440863798
1258	0.9096504559	0.3440659234
1259	0.9096631206	0.3440655771
1260	0.9097264438	0.343978384
1261	0.9097011145	0.3439262661
1262	0.9098784195	0.3434685333
1263	0.9098784195	0.3431974061
1264	0.9099670719	0.3429263284
1265	0.9100050659	0.3429164836
1266	0.9099670719	0.3429096813
1267	0.9099164134	0.3428851188
1268	0.9099164134	0.3428842778
1269	0.9100050659	0.3423409351
1270	0.9102583587	0.3421283324
1271	0.9102836879	0.3421112401
1272	0.9102963526	0.342042104
1273	0.9103090172	0.3420414856
1274	0.9104103343	0.3418365015
1275	0.9104483283	0.3416559314
1276	0.9104989868	0.3415045988
1277	0.9105749747	0.3413348877
1278	0.9108029382	0.3411466496
1279	0.9109675785	0.3408111108
1280	0.9109675785	0.3408105914
1281	0.9109042553	0.3406691531
1282	0.9109042553	0.3406682626
1283	0.9109295846	0.340575875
1284	0.9109549139	0.3405443371
1285	0.9109675785	0.3403452401
1286	0.9110435664	0.340189653
1287	0.9111195542	0.3400001039
1288	0.9111575481	0.3398858748
1289	0.9112082067	0.3398330147
1290	0.9111828774	0.3398169613
1291	0.9112588652	0.339640349
1292	0.9114108409	0.3394554501
1293	0.911372847	0.3392217727
1294	0.9113855117	0.3391797963
1295	0.9113981763	0.3390950026
1296	0.9114488349	0.3390389269
1297	0.9113855117	0.3389745401
1298	0.911372847	0.338966501
1299	0.9115248227	0.3384520248
1300	0.9115628166	0.3383340111
1301	0.9116514691	0.3381923749
1302	0.9117021277	0.3381101289
1303	0.9118414387	0.3379631746
1304	0.9118034448	0.3378969326
1305	0.9117781155	0.3377870322
1306	0.9118414387	0.3375210253
1307	0.9118414387	0.3374189166
1308	0.9119554205	0.3371379446
1309	0.9119427558	0.3369741701
1310	0.9119554205	0.3369251688
1311	0.9118920973	0.336716128
1312	0.9119680851	0.3366637874
1313	0.9120694022	0.3363249094
1314	0.9121960486	0.3360718887
1315	0.9121960486	0.3359110081
1316	0.9121960486	0.3357716229
1317	0.9121960486	0.3356475985
1318	0.9122340426	0.3353262332
1319	0.9122467072	0.3352750057
1320	0.9124873354	0.3346711102
1321	0.9125126646	0.3345884684
1322	0.9124493414	0.3344582849
1323	0.9124746707	0.3344576912
1324	0.9124113475	0.3342454595
1325	0.9125253293	0.3340118563
1326	0.9125886525	0.333877616
1327	0.9126266464	0.3337783025
1328	0.9127026342	0.333502055
1329	0.9126899696	0.3335011151
1330	0.9129179331	0.333204906
1331	0.9128672746	0.3329252945
1332	0.9128546099	0.332830087
1333	0.9128419453	0.332829345
1334	0.9130952381	0.3324345396
1335	0.9133611955	0.332122376
1336	0.9133991895	0.3320913328
1337	0.9133991895	0.3319602093
1338	0.9133485309	0.3319439332
1339	0.9133865248	0.3319318623
1340	0.9134625127	0.3317207437
1341	0.9134118541	0.3316620461
1342	0.9134751773	0.3315978324
1343	0.9135258359	0.3315892986
1344	0.9135258359	0.3315432656
1345	0.9135764944	0.3314034598
1346	0.9136651469	0.3313123832
1347	0.9137537994	0.3311629059
1348	0.9137537994	0.3311314669
1349	0.9137411348	0.3310026932
1350	0.913766464	0.3309770918
1351	0.9138804458	0.3306441751
1352	0.9139564336	0.3304545023
1353	0.91408308	0.3300604143
1354	0.9141970618	0.3297048891
1355	0.9141717325	0.3297043697
1356	0.9142477204	0.3295780696
1357	0.9144123607	0.3292764186
1358	0.9143743668	0.3292374848
1359	0.9146149949	0.3285401627
1360	0.9148682877	0.3281268057
1361	0.9150202634	0.3279004747
1362	0.9151215805	0.3277573049
1363	0.9151722391	0.3276954164
1364	0.9151975684	0.3276483445
1365	0.9151975684	0.327474923
1366	0.9152355623	0.3271676323
1367	0.9152862209	0.327015063
1368	0.9152988855	0.3269071415
1369	0.9152988855	0.3268132203
1370	0.9152988855	0.3265160712
1371	0.9153115502	0.3264770631
1372	0.9152988855	0.3264555432
1373	0.9154635258	0.326297903
1374	0.9154635258	0.3261870379
1375	0.9156281662	0.3259564524
1376	0.9156408308	0.3259144019
1377	0.9157168186	0.3257676454
1378	0.9157294833	0.3256954916
1379	0.9157548126	0.3256463914
1380	0.9157421479	0.325600952
1381	0.9157801418	0.3254717579
1382	0.9158054711	0.3254117245
1383	0.915881459	0.3253742995
1384	0.9159574468	0.3251205862
1385	0.9159447822	0.3249285882
1386	0.9161220871	0.3246644118
1387	0.9161600811	0.3242605779
1388	0.9161474164	0.3242599348
1389	0.9162613982	0.3241502818
1390	0.9163120567	0.3239548209
1391	0.9163627153	0.3237501088
1392	0.9163500507	0.3236270491
1393	0.9164640324	0.3235472025
1394	0.9164387031	0.3232183424
1395	0.916514691	0.3232022395
1396	0.916831307	0.3227317431
1397	0.9167806484	0.3226869222
1398	0.9168693009	0.3226781905
1399	0.9168693009	0.3226776958
1400	0.9169579534	0.322296965
1401	0.9170972644	0.3217990122
1402	0.9170845998	0.3217470179
1403	0.9171099291	0.3216931189
1404	0.9171352584	0.3216602453
1405	0.9171859169	0.321344495
1406	0.9172239108	0.3213075895
1407	0.9172112462	0.3212741469
1408	0.9172619048	0.3211913815
1409	0.9172365755	0.3210857357
1410	0.9171859169	0.3210801949
1411	0.9171985816	0.3210733678
1412	0.9171859169	0.3210728237
1413	0.9173378926	0.3208853276
1414	0.9173378926	0.3208845855
1415	0.9173125633	0.3208064952
1416	0.9175278622	0.3201788534
1417	0.9175278622	0.3201782103
1418	0.9176291793	0.320124905
1419	0.9178064843	0.3197645564
1420	0.9179331307	0.3195340204
1421	0.9181104357	0.3192599991
1422	0.918097771	0.3191806967
1423	0.9181231003	0.3188145105
1424	0.9181737589	0.318790789
1425	0.9182624113	0.3185602283
1426	0.9182497467	0.3185536981
1427	0.9182497467	0.3185531786
1428	0.9183257345	0.3184731589
1429	0.9185663627	0.3179035964
1430	0.9184397163	0.3177565183
1431	0.9184397163	0.3177561226
1432	0.9184397163	0.3173319066
1433	0.9184777102	0.317253371
1434	0.9185283688	0.3168745696
1435	0.918591692	0.3166237256
1436	0.9187056738	0.3165306702
1437	0.918731003	0.3164519367
1438	0.9188576494	0.3162303302
1439	0.9188449848	0.3160370461
1440	0.9189589666	0.3159857691
1441	0.9191742655	0.3155935115
1442	0.9191489362	0.315369011
1443	0.9191742655	0.31521847
1444	0.919224924	0.3149562229
1445	0.91954154	0.3147172273
1446	0.9195921986	0.3145548874
1447	0.9196048632	0.3144275484
1448	0.9196808511	0.3143126266
1449	0.9196808511	0.3143121814
1450	0.9197821682	0.3138955098
1451	0.9197441743	0.3138456675
1452	0.920035461	0.3134038398
1453	0.9199974671	0.3133766306
1454	0.9199214792	0.3128753136
1455	0.9198961499	0.3127010759
1456	0.9199848024	0.3125034383
1457	0.9199974671	0.3124768227
1458	0.9199848024	0.3124542144
1459	0.9201494428	0.31226375
1460	0.9201621074	0.3122630822
1461	0.9201621074	0.3122364914
1462	0.9201621074	0.3122359967
1463	0.9201621074	0.3122351309
1464	0.9201241135	0.312108905
1465	0.9202001013	0.3120497127
1466	0.920352077	0.3118160847
1467	0.9203394124	0.311615924
1468	0.9203267477	0.3115808736
1469	0.9203140831	0.311393526
1470	0.9203140831	0.3113213227
1471	0.9203267477	0.3112405114
1472	0.9204280648	0.3111765451
1473	0.9204407295	0.3110491813
1474	0.9205167173	0.3110016395
1475	0.9205547112	0.3106743377
1476	0.9205547112	0.3106737688
1477	0.9205420466	0.310638001
1478	0.9206053698	0.3105208531
1479	0.9206560284	0.3102406974
1480	0.9206813576	0.310171685
1481	0.9206560284	0.3100702442
1482	0.9206940223	0.3099246009
1483	0.9207446809	0.3098655569
1484	0.9207573455	0.3098046578
1485	0.9207193516	0.3097740598
1486	0.9207193516	0.3096593855
1487	0.9208586626	0.3092421697
1488	0.9209346505	0.3090998162
1489	0.9210612969	0.308867326
1490	0.9210612969	0.3085174406
1491	0.921162614	0.3084307917
1492	0.9213272543	0.3081477914
1493	0.9215172239	0.3079199763
1494	0.9215425532	0.3076745742
1495	0.921618541	0.3076682913
1496	0.9217071935	0.3074745371
1497	0.9216691996	0.3074740919
1498	0.9217071935	0.3074342428
1499	0.9216438703	0.3074146275
1500	0.9217071935	0.3073080169
1501	0.9217071935	0.3073073985
1502	0.9219224924	0.3070927428
1503	0.9220238095	0.3067925265
1504	0.9220618034	0.3067540131
1505	0.9220111449	0.3067102063
1506	0.9221757852	0.3065405941
1507	0.9222644377	0.3064199337
1508	0.9222137791	0.3062590038
1509	0.9223277609	0.3059956188
1510	0.9222771023	0.3059403594
1511	0.9223024316	0.3057116044
1512	0.9223024316	0.3057006712
1513	0.9222644377	0.3055745443
1514	0.9223024316	0.3055019452
1515	0.9223277609	0.305409805
1516	0.9223784195	0.3053559061
1517	0.9225177305	0.3051415471
1518	0.9226190476	0.3049792567
1519	0.9226697062	0.3049039615
1520	0.9226317123	0.3046743406
1521	0.9226950355	0.3046094591
1522	0.922745694	0.3046010243
1523	0.9228343465	0.3042857934
1524	0.9229736575	0.3040265641
1525	0.923100304	0.3039714284
1526	0.923100304	0.3039523572
1527	0.92306231	0.3039414241
1528	0.9230749747	0.3039408304
1529	0.9232142857	0.3034680089
1530	0.9232776089	0.3031561916
1531	0.9234675785	0.3028876864
1532	0.9235435664	0.3027753372
1533	0.9235815603	0.3027088973
1534	0.9236195542	0.3026361251
1535	0.9235942249	0.3025470026
1536	0.9236068896	0.3025167757
1537	0.9236195542	0.3023380608
1538	0.9236195542	0.3023377392
1539	0.9236322188	0.302270211
1540	0.923872847	0.3019766733
1541	0.9238855117	0.3019226754
1542	0.9239361702	0.3018604159
1543	0.9239741641	0.3015353155
1544	0.9240374873	0.3012866978
1545	0.9241767984	0.3010903958
1546	0.9243414387	0.3006066907
1547	0.9243541033	0.3005679794
1548	0.9244174265	0.3004395521
1549	0.9243287741	0.3002230164
1550	0.924506079	0.3001619441
1551	0.9244680851	0.3001268443
1552	0.9246453901	0.2999616845
1553	0.9246453901	0.2999605961
1554	0.9246327254	0.2999601262
1555	0.9246707194	0.2997591245
1556	0.9247213779	0.2996338633
1557	0.9247720365	0.2995349455
1558	0.9247340426	0.2995257438
1559	0.9248353597	0.2992960983
1560	0.9248860182	0.2992062832
1561	0.9248986829	0.2990991285
1562	0.925	0.2986992524
1563	0.9251013171	0.2985519023
1564	0.925177305	0.2979877569
1565	0.9251646403	0.2979872374
1566	0.9252406282	0.2978492374
1567	0.9252026342	0.2977845042
1568	0.9252279635	0.2976947139
1569	0.9252026342	0.2975916158
1570	0.9252406282	0.2974715738
1571	0.9252406282	0.2974210884
1572	0.9254052685	0.2971708876
1573	0.9253672746	0.2970134453
1574	0.9254812563	0.296727452
1575	0.9254812563	0.2967270068
1576	0.9255192503	0.2966778323
1577	0.9254685917	0.2964022775
1578	0.9255192503	0.2962035267
1579	0.9255445795	0.2959442726
1580	0.9255825735	0.2959168655
1581	0.9255699088	0.295880331
1582	0.925633232	0.2958386762
1583	0.9256585613	0.2957989013
1584	0.925810537	0.2955988396
1585	0.9260638298	0.2953979121
1586	0.9261398176	0.2952337418
1587	0.9261018237	0.2951664361
1588	0.9262284701	0.2949317445
1589	0.9262158055	0.2948598381
1590	0.9262158055	0.2948594918
1591	0.9263424519	0.2944548417
1592	0.9265450861	0.2942897314
1593	0.9265704154	0.2941387451
1594	0.9267223911	0.2936926381
1595	0.9268490375	0.2935114496
1596	0.9269250253	0.2933679583
1597	0.9269250253	0.2929061936
1598	0.92693769	0.292834584
1599	0.9269883485	0.2927369277
1600	0.9269756839	0.2927352952
1601	0.9271149949	0.2924327785
1602	0.9271149949	0.2923797453
1603	0.9272669706	0.2922567598
1604	0.9273682877	0.2921769132
1605	0.9274189463	0.2919528331
1606	0.9274442756	0.2916121246
1607	0.9274442756	0.2916115557
1608	0.9275329281	0.2914646508
1609	0.927570922	0.2913940553
1610	0.9275455927	0.2913676872
1611	0.9275582573	0.2913131204
1612	0.9275962513	0.291056414
1613	0.9277608916	0.2909191808
1614	0.9277735562	0.290686567
1615	0.9278748734	0.290612088
1616	0.928026849	0.2903049952
1617	0.9281281662	0.2902012045
1618	0.9281028369	0.2901544295
1619	0.9281914894	0.2898702666
1620	0.9282421479	0.289824382
1621	0.928343465	0.2897115876
1622	0.9283687943	0.2895953054
1623	0.9284067882	0.2894904263
1624	0.9284447822	0.2894810763
1625	0.9284194529	0.2893270228
1626	0.9285840932	0.2891759128
1627	0.9286727457	0.2890114209
1628	0.9286474164	0.2889435216
1629	0.9288247214	0.2885155953
1630	0.9288500507	0.2885151748
1631	0.9288500507	0.2885147048
1632	0.9287867275	0.2884103452
1633	0.929014691	0.2881639289
1634	0.9290400203	0.2880331764
1635	0.9290906788	0.2878867168
1636	0.929154002	0.2876946694
1637	0.9292426545	0.2874345495
1638	0.9292299899	0.2870590627
1639	0.9292679838	0.2869997714
1640	0.9292933131	0.2869597987
1641	0.929331307	0.2869493355
1642	0.9294199595	0.2865568306
1643	0.9294959473	0.2862146379
1644	0.9297492401	0.2857922029
1645	0.929825228	0.2854661379
1646	0.9298505572	0.2854001185
1647	0.9299265451	0.2851438327
1648	0.9300278622	0.2848685747
1649	0.9301038501	0.2845821609
1650	0.9302304965	0.2843437589
1651	0.9303951368	0.2838940158
1652	0.9304204661	0.2835901633
1653	0.9304204661	0.2832381754
1654	0.9303824721	0.283217818
1655	0.9304964539	0.283014219
1656	0.9305217832	0.2829621753
1657	0.9307624113	0.2827277063
1658	0.9308130699	0.282530786
1659	0.9308510638	0.2824959335
1660	0.9309017224	0.2823016351
1661	0.9312056738	0.2820014436
1662	0.9311170213	0.2819696088
1663	0.9311296859	0.2819690646
1664	0.931231003	0.2818497152
1665	0.931408308	0.2813151536
1666	0.9313956434	0.2812604384
1667	0.931408308	0.2810704441
1668	0.9314463019	0.2810040784
1669	0.9314842958	0.2809547308
1670	0.9314463019	0.2808653116
1671	0.9314716312	0.2807064099
1672	0.9315729483	0.2806169906
1673	0.9316616008	0.2801066452
1674	0.9316869301	0.2800652377
1675	0.931724924	0.2798649039
1676	0.9317122594	0.2798644092
1677	0.9317502533	0.2795454433
1678	0.9319908815	0.2792909632
1679	0.9319528875	0.2790758622
1680	0.9320288754	0.2790016306
1681	0.9319908815	0.2789561912
1682	0.9319908815	0.2788956384
1683	0.9319908815	0.2788953663
1684	0.93204154	0.2787700556
1685	0.9321175279	0.2784628392
1686	0.9321301925	0.2784144316
1687	0.932218845	0.2782997077
1688	0.932358156	0.2777836236
1689	0.9323708207	0.2777832279
1690	0.9324848024	0.27763286
1691	0.9326241135	0.2773163924
1692	0.9328774063	0.2767585793
1693	0.9329154002	0.276685164
1694	0.9329787234	0.2765158239
1695	0.933029382	0.2764436948
1696	0.9330167173	0.2762486791
1697	0.9329787234	0.2762446472
1698	0.9331433637	0.2758558032
1699	0.9333080041	0.2756956647
1700	0.9332826748	0.2756953432
1701	0.9332826748	0.2755108896
1702	0.9333966565	0.2753660378
1703	0.9334093212	0.2751758208
1704	0.9334726444	0.2751503184
1705	0.9334599797	0.2750749489
1706	0.9335106383	0.2747665452
1707	0.9334979737	0.2746848434
1708	0.9336246201	0.2744596008
1709	0.9336752786	0.2741266345
1710	0.9336752786	0.2739709238
1711	0.9337386018	0.2739341172
1712	0.9337512665	0.273921403
1713	0.9337386018	0.2739211062
1714	0.9338272543	0.2737926294
1715	0.933801925	0.2737406104
1716	0.9339159068	0.2735450258
1717	0.9337892604	0.2733823396
1718	0.933801925	0.273370318
1719	0.9338905775	0.2732766937
