iter	SMAPE	RMSE
927	81.11248118	0.5375640816
928	81.1120262	0.5375572636
929	81.11071075	0.5375511562
930	81.11050048	0.5375456807
931	81.10559679	0.5375352879
932	81.10431189	0.5375223556
933	81.10388958	0.5375172418
934	81.10405812	0.5375126449
935	81.10418264	0.5375075002
936	81.09921081	0.5374957614
937	81.09609939	0.5374876431
938	81.09529646	0.5374764685
939	81.09482233	0.5374711341
940	81.09413063	0.5374619185
941	81.09442113	0.5374554734
942	81.09300032	0.5374494039
943	81.09221671	0.5374410412
944	81.09161673	0.5374325221
945	81.09067077	0.5374256418
946	81.09430319	0.5374164936
947	81.09356584	0.5374118125
948	81.09319049	0.5374054251
949	81.09291319	0.5374005012
950	81.0918073	0.5373961904
951	81.09194494	0.5373915099
952	81.09197424	0.5373795788
953	81.09118186	0.5373723293
954	81.09045842	0.5373659708
955	81.08904339	0.5373589966
956	81.08864765	0.5373529453
957	81.08810036	0.5373454935
958	81.08871627	0.5373393348
959	81.08437721	0.5373235216
960	81.08498038	0.537315984
961	81.0835886	0.5373097996
962	81.08835498	0.5373000928
963	81.08893044	0.5372914449
964	81.08880088	0.537283592
965	81.0860561	0.5372720665
966	81.08530009	0.5372651564
967	81.08368402	0.5372608828
968	81.08374326	0.537253565
969	81.08445474	0.5372476797
970	81.08459942	0.5372394315
971	81.08178169	0.5372303906
972	81.08104749	0.5372229715
973	81.08073286	0.5372151996
974	81.08081704	0.5372085311
975	81.08052002	0.5372018709
976	81.07995053	0.5371861662
977	81.07960431	0.5371760907
978	81.07909898	0.5371701597
979	81.07847851	0.5371632789
980	81.07749733	0.5371555219
981	81.07703692	0.5371512128
982	81.07457006	0.537144334
983	81.07642869	0.5371355507
984	81.07454112	0.537127264
985	81.07418119	0.5371162658
986	81.07394507	0.5371123505
987	81.07293909	0.5371040775
988	81.07199314	0.5371005359
989	81.06816113	0.5370916779
990	81.06631892	0.5370837608
991	81.06507297	0.5370765298
992	81.06496948	0.5370714959
993	81.0646438	0.5370645893
994	81.06445986	0.537056296
995	81.06240969	0.5370502989
996	81.06208337	0.5370383215
997	81.05920508	0.5370281867
998	81.06114047	0.5370214271
999	81.06058685	0.537014897
7633	0.5570195886
